time/ade,time,complete,plan,hemi,norm plan,norm hemi
177,0,20.71039124,19.55055287,18.35,0.943997274,0.886028651
177.0208333,0.5,20.54080563,19.44135213,17.85,0.946474665,0.869001943
177.0416667,1,20.10698824,18.96715697,17.35,0.943311686,0.862884077
177.0625,1.5,19.70287605,18.50308225,16.85,0.939105652,0.855205096
177.0833333,2,19.28062216,18.09188164,16.85,0.938345324,0.873934454
177.1041667,2.5,19.03560196,17.80016463,16.35,0.935098594,0.858916888
177.125,3,18.67526757,17.43134355,16.35,0.933391904,0.875489464
177.1458333,3.5,18.39432455,17.16618618,15.85,0.933232756,0.861678827
177.1666667,4,18.20890168,16.98560775,15.35,0.932818906,0.842994282
177.1875,4.5,17.85863807,16.62987072,15.35,0.93119479,0.85952803
177.2083333,5,17.70004733,16.58572307,15.35,0.937043996,0.867229319
177.2291667,5.5,17.73983449,16.86275671,15.35,0.950558853,0.865284285
177.25,6,18.17380217,17.61833643,16.35,0.969435909,0.899646637
177.2708333,6.5,19.30099006,19.37085863,18.35,1.003619948,0.950728431
177.2916667,7,20.74807478,21.60490267,19.85,1.041296742,0.956715272
177.3125,7.5,22.24244752,23.87380055,22.35,1.073344133,1.004835461
177.3333333,8,23.80043951,25.7469344,24.85,1.081783989,1.044098366
177.3541667,8.5,25.89402162,28.69913001,26.85,1.108330349,1.036918884
177.375,9,27.71525044,30.78660158,28.35,1.110818091,1.022902537
177.3958333,9.5,28.73290967,31.90932656,30.35,1.110549782,1.056280076
177.4166667,10,30.40250659,34.15716312,32.35,1.123498255,1.064057001
177.4375,10.5,32.02352977,36.11566886,34.35,1.127785385,1.072648776
177.4583333,11,33.86497758,38.21373014,35.85,1.128414453,1.05861579
177.4791667,11.5,35.51106297,40.61492463,37.85,1.143725961,1.065865025
177.5,12,37.05704421,42.31315677,39.35,1.141838419,1.061876381
177.5208333,12.5,37.82845487,43.24798044,40.35,1.143265846,1.066657365
177.5416667,13,38.84276804,44.44940324,40.85,1.144341804,1.051675822
177.5625,13.5,39.66093549,45.59489279,42.35,1.149617179,1.067801338
177.5833333,14,40.77864562,47.11595828,42.35,1.15540763,1.038533756
177.6041667,14.5,41.15759244,47.84717078,42.85,1.162535706,1.041120179
177.625,15,40.35835261,46.66555836,42.35,1.156280059,1.049349075
177.6458333,15.5,39.65012383,45.63906042,41.85,1.151044587,1.055482202
177.6666667,16,38.49310096,44.23386765,40.85,1.149137548,1.061229129
177.6875,16.5,37.88213198,43.14766558,39.85,1.138997816,1.05194713
177.7083333,17,36.28176598,40.81749514,38.35,1.125014013,1.057004778
177.7291667,17.5,34.71636534,37.99740724,36.35,1.094509948,1.047056616
177.75,18,31.02553423,31.96924541,34.85,1.030417242,1.123268329
177.7708333,18.5,30.573375,30.90443153,33.35,1.010828262,1.0908184
177.7916667,19,29.64097619,29.49112826,31.85,0.994944568,1.074526014
177.8125,19.5,28.6447411,28.381611,29.35,0.990814017,1.024620886
177.8333333,20,27.3221179,27.07324881,27.35,0.990891296,1.001020496
177.8541667,20.5,26.03607909,25.73025608,25.35,0.988253876,0.973648909
177.875,21,25.30401648,24.71333595,23.85,0.97665665,0.942538115
177.8958333,21.5,24.73267061,23.92227308,22.85,0.967233723,0.923879203
177.9166667,22,24.06100347,23.11934351,21.85,0.960863645,0.908108426
177.9375,22.5,23.32672748,22.31245508,20.85,0.956518873,0.893824478
177.9583333,23,22.75058944,21.65241202,20.35,0.951729716,0.894482319
177.9791667,23.5,0,0,19.85,#DIV/0!,#DIV/0!
178,0,0,0,19.35,#DIV/0!,#DIV/0!
178.0208333,0.5,0,0,18.85,#DIV/0!,#DIV/0!
178.0416667,1,0,0,18.35,#DIV/0!,#DIV/0!
178.0625,1.5,0,0,18.35,#DIV/0!,#DIV/0!
178.0833333,2,0,0,17.85,#DIV/0!,#DIV/0!
178.1041667,2.5,0,0,17.35,#DIV/0!,#DIV/0!
178.125,3,0,0,17.35,#DIV/0!,#DIV/0!
178.1458333,3.5,0,0,16.85,#DIV/0!,#DIV/0!
178.1666667,4,0,0,16.85,#DIV/0!,#DIV/0!
178.1875,4.5,0,0,16.35,#DIV/0!,#DIV/0!
178.2083333,5,0,0,16.35,#DIV/0!,#DIV/0!
178.2291667,5.5,0,0,16.85,#DIV/0!,#DIV/0!
178.25,6,0,0,17.35,#DIV/0!,#DIV/0!
178.2708333,6.5,0,0,18.85,#DIV/0!,#DIV/0!
178.2916667,7,0,0,20.85,#DIV/0!,#DIV/0!
178.3125,7.5,0,0,22.85,#DIV/0!,#DIV/0!
178.3333333,8,0,0,25.85,#DIV/0!,#DIV/0!
178.3541667,8.5,0,0,28.35,#DIV/0!,#DIV/0!
178.375,9,0,0,29.35,#DIV/0!,#DIV/0!
178.3958333,9.5,0,0,32.35,#DIV/0!,#DIV/0!
178.4166667,10,0,0,34.85,#DIV/0!,#DIV/0!
178.4375,10.5,0,0,35.85,#DIV/0!,#DIV/0!
178.4583333,11,0,0,37.35,#DIV/0!,#DIV/0!
178.4791667,11.5,0,0,38.85,#DIV/0!,#DIV/0!
178.5,12,0,0,36.85,#DIV/0!,#DIV/0!
178.5208333,12.5,0,0,36.35,#DIV/0!,#DIV/0!
178.5416667,13,0,0,34.85,#DIV/0!,#DIV/0!
178.5625,13.5,0,0,32.85,#DIV/0!,#DIV/0!
178.5833333,14,0,0,35.85,#DIV/0!,#DIV/0!
178.6041667,14.5,0,0,30.85,#DIV/0!,#DIV/0!
178.625,15,0,0,31.35,#DIV/0!,#DIV/0!
178.6458333,15.5,0,0,30.85,#DIV/0!,#DIV/0!
178.6666667,16,0,0,29.85,#DIV/0!,#DIV/0!
178.6875,16.5,0,0,28.35,#DIV/0!,#DIV/0!
178.7083333,17,0,0,27.85,#DIV/0!,#DIV/0!
178.7291667,17.5,0,0,25.85,#DIV/0!,#DIV/0!
178.75,18,0,0,25.35,#DIV/0!,#DIV/0!
178.7708333,18.5,0,0,26.35,#DIV/0!,#DIV/0!
178.7916667,19,0,0,25.35,#DIV/0!,#DIV/0!
178.8125,19.5,0,0,23.85,#DIV/0!,#DIV/0!
178.8333333,20,0,0,21.85,#DIV/0!,#DIV/0!
178.8541667,20.5,0,0,21.35,#DIV/0!,#DIV/0!
178.875,21,0,0,20.35,#DIV/0!,#DIV/0!
178.8958333,21.5,0,0,20.35,#DIV/0!,#DIV/0!
178.9166667,22,0,0,19.85,#DIV/0!,#DIV/0!
178.9375,22.5,0,0,19.35,#DIV/0!,#DIV/0!
178.9583333,23,0,0,18.85,#DIV/0!,#DIV/0!
178.9791667,23.5,0,0,19.35,#DIV/0!,#DIV/0!
179,0,0,0,18.85,#DIV/0!,#DIV/0!
179.0208333,0.5,0,0,19.35,#DIV/0!,#DIV/0!
179.0416667,1,0,0,18.85,#DIV/0!,#DIV/0!
179.0625,1.5,0,0,18.85,#DIV/0!,#DIV/0!
179.0833333,2,0,0,18.35,#DIV/0!,#DIV/0!
179.1041667,2.5,0,0,18.35,#DIV/0!,#DIV/0!
179.125,3,0,0,18.35,#DIV/0!,#DIV/0!
179.1458333,3.5,0,0,18.85,#DIV/0!,#DIV/0!
179.1666667,4,0,0,18.35,#DIV/0!,#DIV/0!
179.1875,4.5,0,0,17.85,#DIV/0!,#DIV/0!
179.2083333,5,0,0,17.35,#DIV/0!,#DIV/0!
179.2291667,5.5,0,0,17.35,#DIV/0!,#DIV/0!
179.25,6,0,0,17.35,#DIV/0!,#DIV/0!
179.2708333,6.5,0,0,17.35,#DIV/0!,#DIV/0!
179.2916667,7,0,0,17.85,#DIV/0!,#DIV/0!
179.3125,7.5,0,0,18.35,#DIV/0!,#DIV/0!
179.3333333,8,0,0,19.35,#DIV/0!,#DIV/0!
179.3541667,8.5,0,0,20.35,#DIV/0!,#DIV/0!
179.375,9,0,0,21.85,#DIV/0!,#DIV/0!
179.3958333,9.5,0,0,24.85,#DIV/0!,#DIV/0!
179.4166667,10,0,0,25.85,#DIV/0!,#DIV/0!
179.4375,10.5,0,0,28.85,#DIV/0!,#DIV/0!
179.4583333,11,0,0,29.35,#DIV/0!,#DIV/0!
179.4791667,11.5,0,0,31.35,#DIV/0!,#DIV/0!
179.5,12,0,0,27.85,#DIV/0!,#DIV/0!
179.5208333,12.5,0,0,28.85,#DIV/0!,#DIV/0!
179.5416667,13,0,0,29.85,#DIV/0!,#DIV/0!
179.5625,13.5,0,0,30.85,#DIV/0!,#DIV/0!
179.5833333,14,0,0,26.85,#DIV/0!,#DIV/0!
179.6041667,14.5,0,0,30.85,#DIV/0!,#DIV/0!
179.625,15,0,0,31.85,#DIV/0!,#DIV/0!
179.6458333,15.5,0,0,27.85,#DIV/0!,#DIV/0!
179.6666667,16,0,0,25.85,#DIV/0!,#DIV/0!
179.6875,16.5,0,0,24.35,#DIV/0!,#DIV/0!
179.7083333,17,0,0,24.85,#DIV/0!,#DIV/0!
179.7291667,17.5,0,0,24.85,#DIV/0!,#DIV/0!
179.75,18,0,0,24.35,#DIV/0!,#DIV/0!
179.7708333,18.5,0,0,25.85,#DIV/0!,#DIV/0!
179.7916667,19,0,0,24.35,#DIV/0!,#DIV/0!
179.8125,19.5,0,0,23.35,#DIV/0!,#DIV/0!
179.8333333,20,0,0,20.35,#DIV/0!,#DIV/0!
179.8541667,20.5,0,0,19.85,#DIV/0!,#DIV/0!
179.875,21,0,0,18.85,#DIV/0!,#DIV/0!
179.8958333,21.5,0,0,18.85,#DIV/0!,#DIV/0!
179.9166667,22,0,0,18.35,#DIV/0!,#DIV/0!
179.9375,22.5,0,0,17.35,#DIV/0!,#DIV/0!
179.9583333,23,0,0,16.35,#DIV/0!,#DIV/0!
179.9791667,23.5,0,0,15.85,#DIV/0!,#DIV/0!
180,0,0,0,15.35,#DIV/0!,#DIV/0!
180.0208333,0.5,0,0,14.85,#DIV/0!,#DIV/0!
180.0416667,1,0,0,14.35,#DIV/0!,#DIV/0!
180.0625,1.5,0,0,13.85,#DIV/0!,#DIV/0!
180.0833333,2,0,0,13.35,#DIV/0!,#DIV/0!
180.1041667,2.5,0,0,13.35,#DIV/0!,#DIV/0!
180.125,3,0,0,12.85,#DIV/0!,#DIV/0!
180.1458333,3.5,0,0,12.85,#DIV/0!,#DIV/0!
180.1666667,4,0,0,12.35,#DIV/0!,#DIV/0!
180.1875,4.5,0,0,11.85,#DIV/0!,#DIV/0!
180.2083333,5,0,0,12.35,#DIV/0!,#DIV/0!
180.2291667,5.5,0,0,12.85,#DIV/0!,#DIV/0!
180.25,6,0,0,14.35,#DIV/0!,#DIV/0!
180.2708333,6.5,0,0,15.35,#DIV/0!,#DIV/0!
180.2916667,7,0,0,16.85,#DIV/0!,#DIV/0!
180.3125,7.5,0,0,18.85,#DIV/0!,#DIV/0!
180.3333333,8,0,0,21.35,#DIV/0!,#DIV/0!
180.3541667,8.5,0,0,23.35,#DIV/0!,#DIV/0!
180.375,9,0,0,25.85,#DIV/0!,#DIV/0!
180.3958333,9.5,26.21915624,29.37198538,27.35,1.120249069,1.043130441
180.4166667,10,27.97175509,31.39199359,28.85,1.122274719,1.031397562
180.4375,10.5,28.86011752,32.3469968,29.85,1.120819996,1.034299323
180.4583333,11,30.49850638,34.63036398,33.35,1.135477376,1.093496173
180.4791667,11.5,31.13758938,35.34312961,33.85,1.135063128,1.087110489
180.5,12,32.0813414,36.53607595,35.35,1.13885749,1.101886594
180.5208333,12.5,30.584693,34.05463975,32.35,1.113453706,1.057718644
180.5416667,13,32.96328318,37.44579034,36.85,1.135984851,1.117910488
180.5625,13.5,33.29086199,37.78010957,36.85,1.134849244,1.106910359
180.5833333,14,34.13785589,38.5328374,37.35,1.128742166,1.094093317
180.6041667,14.5,34.26253393,38.8972522,37.35,1.135270739,1.090112018
180.625,15,32.89697635,36.87557503,36.35,1.120941166,1.104964773
180.6458333,15.5,32.00759481,36.41801034,36.35,1.137792782,1.135667963
180.6666667,16,30.50304344,34.418104,30.85,1.128349834,1.01137449
180.6875,16.5,28.98679248,31.95978589,29.85,1.102563725,1.029779339
180.7083333,17,27.9315697,30.89483839,30.85,1.106090303,1.104485009
180.7291667,17.5,26.11926619,28.25441048,28.85,1.081745952,1.104548642
180.75,18,25.89352612,27.15884271,27.85,1.048866137,1.075558418
180.7708333,18.5,24.6646122,24.995143,26.85,1.013401013,1.088604182
180.7916667,19,24.0113424,24.10236378,25.35,1.003790766,1.055751052
180.8125,19.5,23.37502588,23.51004397,23.35,1.005776168,0.998929375
180.8333333,20,22.17956639,22.15940856,21.35,0.999091153,0.962597718
180.8541667,20.5,20.58282978,20.4000066,19.35,0.991117685,0.94010397
180.875,21,19.80179993,19.43082865,18.35,0.98126578,0.926683436
180.8958333,21.5,19.33371032,18.86844992,17.85,0.975935276,0.923257859
180.9166667,22,18.7533815,18.2000877,16.85,0.970496319,0.898504625
180.9375,22.5,18.32176817,17.66658248,16.35,0.96424004,0.89238112
180.9583333,23,17.93775847,17.21004851,15.85,0.959431388,0.883610961
180.9791667,23.5,17.27451038,16.53997597,15.35,0.957478713,0.888592479
181,0,16.95059144,16.1415359,14.85,0.952269776,0.876075626
181.0208333,0.5,16.65802498,15.871642,14.35,0.952792544,0.861446661
181.0416667,1,16.3730332,15.56467197,13.85,0.950628499,0.845903128
181.0625,1.5,16.09978908,15.32883662,13.85,0.952114126,0.860259717
181.0833333,2,15.66704538,14.90439126,13.35,0.951321127,0.852107062
181.1041667,2.5,15.09810116,14.37244122,12.85,0.951937006,0.851100404
181.125,3,14.95425852,14.21306618,12.85,0.950436035,0.859287004
181.1458333,3.5,14.47290671,13.78747756,12.35,0.952640532,0.853318566
181.1666667,4,14.21563383,13.53741121,12.35,0.95229037,0.868761826
181.1875,4.5,14.13265731,13.45574565,11.85,0.952103016,0.838483502
181.2083333,5,13.59059468,12.72484449,11.85,0.936297844,0.871926525
181.2291667,5.5,13.80367703,13.3472643,12.35,0.966935424,0.894689145
181.25,6,13.87760653,13.60522053,12.85,0.980372264,0.925952179
181.2708333,6.5,15.09908699,15.39740624,14.35,1.019757436,0.95038859
181.2916667,7,16.52003705,17.5523374,16.85,1.062487774,1.019973499
181.3125,7.5,18.30508155,19.71306009,18.85,1.076917359,1.029768698
181.3333333,8,19.71355369,21.32489953,20.85,1.081737969,1.057647968
181.3541667,8.5,21.88767102,24.18907892,23.35,1.105146313,1.066810625
181.375,9,23.84130252,26.68139719,25.35,1.119124979,1.063280833
181.3958333,9.5,26.13061525,29.4923048,27.85,1.12864946,1.065799627
181.4166667,10,28.11922842,31.89344451,30.35,1.134221894,1.079332603
181.4375,10.5,29.4242858,33.32744751,32.85,1.132651027,1.116424719
181.4583333,11,30.99541888,34.88395177,34.35,1.125455084,1.108228288
181.4791667,11.5,32.48604858,36.59390471,35.35,1.126449855,1.088159427
181.5,12,33.97848481,38.66158805,37.35,1.137825547,1.099225001
181.5208333,12.5,35.11704327,40.040097,38.85,1.14018987,1.106300428
181.5416667,13,35.83432175,40.78078241,38.85,1.138036955,1.084156141
181.5625,13.5,36.35250004,41.30183613,39.85,1.136148438,1.096210713
181.5833333,14,36.62021934,41.62803257,39.85,1.136749952,1.08819665
181.6041667,14.5,36.69406085,41.78418109,39.85,1.138717823,1.086006811
181.625,15,36.22255219,41.48152864,39.35,1.145185144,1.086339797
181.6458333,15.5,35.63428415,40.86357903,37.85,1.146748981,1.062179328
181.6666667,16,34.86363112,39.868572,37.85,1.143557648,1.085658573
181.6875,16.5,34.21214069,39.12742573,35.85,1.143670783,1.047873629
181.7083333,17,32.56277197,36.56179057,34.35,1.122809526,1.054885623
181.7291667,17.5,30.95660818,33.87340866,32.35,1.094222224,1.045011127
181.75,18,29.46134725,31.39372132,30.85,1.065590146,1.047134733
181.7708333,18.5,28.17393345,29.12935812,28.85,1.033911653,1.023996172
181.7916667,19,27.26261396,27.82272171,27.35,1.020544903,1.003205343
181.8125,19.5,26.09832027,26.4600628,25.85,1.013860759,0.990485201
181.8333333,20,24.66184825,24.88631687,23.85,1.009101857,0.967080803
181.8541667,20.5,23.22386755,23.22727133,21.85,1.000146564,0.940842431
181.875,21,22.26858626,22.09508208,20.85,0.992208568,0.936296528
181.8958333,21.5,21.6758696,21.32946191,19.85,0.984018741,0.915764875
